objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year,value_formula,,,HLICT_Code,Community_school
,Chaukune Gaunpalika,SURKHET,Chaukune,Gaunpalika,6,59,612,61009,524 6 59 4 001,NP0659401,e_i_f_n_c_s,47,Community School,,Total number of schools community/institutional,,47,,,524 2 18 4 002,11
,Barahtal Gaunpalika,SURKHET,Barahtal,Gaunpalika,6,59,609,61007,524 6 59 4 002,NP0659402,e_i_f_n_c_s,50,Community School,,Total number of schools community/institutional,,50,,,524 1 03 4 002,32
,Chingad Gaunpalika,SURKHET,Chingad,Gaunpalika,6,59,613,61002,524 6 59 4 003,NP0659403,e_i_f_n_c_s,31,Community School,,Total number of schools community/institutional,,31,,,524 5 50 3 002,65
,Simta Gaunpalika,SURKHET,Simta,Gaunpalika,6,59,617,61001,524 6 59 4 004,NP0659404,e_i_f_n_c_s,70,Community School,,Total number of schools community/institutional,,70,,,524 1 07 4 003,54
,Chhedagad Nagarpalika,JAJARKOT,Chhedagad,Nagarpalika,6,60,631,60704,524 6 60 3 001,NP0660301,e_i_f_n_c_s,102,Community School,,Total number of schools community/institutional,,102,,,524 6 52 4 001,49
,Bheri Nagarpalika,JAJARKOT,Bheri,Nagarpalika,6,60,630,60706,524 6 60 3 002,NP0660302,e_i_f_n_c_s,55,Community School,,Total number of schools community/institutional,,55,,,524 6 64 4 002,27
,Tribeni Nalagad Nagarpalika,JAJARKOT,Tribeni Nalagad,Nagarpalika,6,60,635,60707,524 6 60 3 003,NP0660303,e_i_f_n_c_s,71,Community School,,Total number of schools community/institutional,,71,,,524 7 69 3 001,71
,Junichande Gaunpalika,JAJARKOT,Junichande,Gaunpalika,6,60,632,60703,524 6 60 4 001,NP0660401,e_i_f_n_c_s,59,Community School,,Total number of schools community/institutional,,59,,,524 2 15 3 004,13
,Kuse Gaunpalika,JAJARKOT,Kuse,Gaunpalika,6,60,633,60702,524 6 60 4 002,NP0660402,e_i_f_n_c_s,51,Community School,,Total number of schools community/institutional,,51,,,524 5 76 4 002,23
,Barekot Gaunpalika,JAJARKOT,Barekot,Gaunpalika,6,60,629,60701,524 6 60 4 003,NP0660403,e_i_f_n_c_s,44,Community School,,Total number of schools community/institutional,,44,,,524 6 66 4 004,30
,Shiwalaya Gaunpalika,JAJARKOT,Shiwalaya,Gaunpalika,6,60,634,60705,524 6 60 4 004,NP0660404,e_i_f_n_c_s,44,Community School,,Total number of schools community/institutional,,44,,,524 5 55 4 006,26
,Aathabis Nagarpalika,DAILEKH,Aathabis,Nagarpalika,6,61,618,60801,524 6 61 3 001,NP0661301,e_i_f_n_c_s,58,Community School,,Total number of schools community/institutional,,58,,,524 5 51 4 009,46
,Chamunda Bindrasaini Nagarpalika,DAILEKH,Chamunda Bindrasaini,Nagarpalika,6,61,621,60606,524 6 61 3 002,NP0661302,e_i_f_n_c_s,52,Community School,,Total number of schools community/institutional,,52,,,524 7 70 4 002,32
,Dullu Nagarpalika,DAILEKH,Dullu,Nagarpalika,6,61,622,60607,524 6 61 3 003,NP0661303,e_i_f_n_c_s,58,Community School,,Total number of schools community/institutional,,58,,,524 1 10 3 001,71
,Narayan Nagarpalika,DAILEKH,Narayan,Nagarpalika,6,61,626,60608,524 6 61 3 004,NP0661304,e_i_f_n_c_s,45,Community School,,Total number of schools community/institutional,,45,,,524 4 36 4 008,53
,Thantikandh Gaunpalika,DAILEKH,Thantikandh,Gaunpalika,6,61,628,60604,524 6 61 4 001,NP0661401,e_i_f_n_c_s,39,Community School,,Total number of schools community/institutional,,39,,,524 2 17 3 008,30
,Bhairabi Gaunpalika,DAILEKH,Bhairabi,Gaunpalika,6,61,620,60603,524 6 61 4 002,NP0661402,e_i_f_n_c_s,44,Community School,,Total number of schools community/institutional,,44,,,524 3 22 4 005,44
,Mahabu Gaunpalika,DAILEKH,Mahabu,Gaunpalika,6,61,625,60602,524 6 61 4 003,NP0661403,e_i_f_n_c_s,34,Community School,,Total number of schools community/institutional,,34,,,524 7 75 3 002,51
,Naumule Gaunpalika,DAILEKH,Naumule,Gaunpalika,6,61,627,60601,524 6 61 4 004,NP0661404,e_i_f_n_c_s,52,Community School,,Total number of schools community/institutional,,52,,,524 2 15 3 003,27
,Gurans Gaunpalika,DAILEKH,Gurans,Gaunpalika,6,61,624,60611,524 6 61 4 005,NP0661405,e_i_f_n_c_s,46,Community School,,Total number of schools community/institutional,,46,,,524 3 27 3 007,21
,Dungeshwor Gaunpalika,DAILEKH,Dungeshwor,Gaunpalika,6,61,623,60610,524 6 61 4 006,NP0661406,e_i_f_n_c_s,31,Community School,,Total number of schools community/institutional,,31,,,524 5 56 4 003,27
,Bhagawatimai Gaunpalika,DAILEKH,Bhagawatimai,Gaunpalika,6,61,619,60609,524 6 61 4 007,NP0661407,e_i_f_n_c_s,39,Community School,,Total number of schools community/institutional,,39,,,524 6 53 3 003,57
,Tripurasundari Nagarpalika,DOLPA,Tripurasundari,Nagarpalika,6,62,643,30210,524 6 62 3 001,NP0662301,e_i_f_n_c_s,33,Community School,,Total number of schools community/institutional,,33,,,524 6 62 4 001,10
,Thuli Bheri Nagarpalika,DOLPA,Thuli Bheri,Nagarpalika,6,62,642,60106,524 6 62 3 002,NP0662302,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,524 7 70 3 001,68
,Shey Phoksundo Gaunpalika,DOLPA,Shey Phoksundo,Gaunpalika,6,62,641,60102,524 6 62 4 001,NP0662401,e_i_f_n_c_s,10,Community School,,Total number of schools community/institutional,,10,,,524 5 50 3 003,109
,Jagadulla Gaunpalika,DOLPA,Jagadulla,Gaunpalika,6,62,638,60103,524 6 62 4 002,NP0662402,e_i_f_n_c_s,11,Community School,,Total number of schools community/institutional,,11,,,524 6 60 4 004,44
,Dolpo Buddha Gaunpalika,DOLPA,Dolpo Buddha,Gaunpalika,6,62,637,60101,524 6 62 4 003,NP0662403,e_i_f_n_c_s,2,Community School,,Total number of schools community/institutional,,2,,,524 7 74 4 005,36
,Mudkechula Gaunpalika,DOLPA,Mudkechula,Gaunpalika,6,62,640,60104,524 6 62 4 004,NP0662404,e_i_f_n_c_s,11,Community School,,Total number of schools community/institutional,,11,,,524 3 28 4 010,52
,Kaike Gaunpalika,DOLPA,Kaike,Gaunpalika,6,62,639,60107,524 6 62 4 005,NP0662405,e_i_f_n_c_s,14,Community School,,Total number of schools community/institutional,,14,,,524 5 49 3 001,69
,Chharka Tangsong Gaunpalika,DOLPA,Chharka Tangsong,Gaunpalika,6,62,636,60108,524 6 62 4 006,NP0662406,e_i_f_n_c_s,7,Community School,,Total number of schools community/institutional,,7,,,524 1 04 3 002,39
,Chandannath Nagarpalika,JUMLA,Chandannath,Nagarpalika,6,63,644,60404,524 6 63 3 001,NP0663301,e_i_f_n_c_s,29,Community School,,Total number of schools community/institutional,,29,,,524 5 49 4 004,34
,Kanakasundari Gaunpalika,JUMLA,Kanakasundari,Gaunpalika,6,63,647,60402,524 6 63 4 001,NP0663401,e_i_f_n_c_s,19,Community School,,Total number of schools community/institutional,,19,,,524 4 40 3 001,66
,Sinja Gaunpalika,JUMLA,Sinja,Gaunpalika,6,63,649,60403,524 6 63 4 002,NP0663402,e_i_f_n_c_s,14,Community School,,Total number of schools community/institutional,,14,,,524 7 72 3 004,36
,Patrasi Gaunpalika,JUMLA,Patrasi,Gaunpalika,6,63,648,60401,524 6 63 4 003,NP0663403,e_i_f_n_c_s,16,Community School,,Total number of schools community/institutional,,16,,,524 3 30 4 007,49
,Hima Gaunpalika,JUMLA,Hima,Gaunpalika,6,63,646,60408,524 6 63 4 004,NP0663404,e_i_f_n_c_s,22,Community School,,Total number of schools community/institutional,,22,,,524 5 48 3 005,28
,Tila Gaunpalika,JUMLA,Tila,Gaunpalika,6,63,651,60407,524 6 63 4 005,NP0663405,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,524 1 13 3 001,54
,Tatopani Gaunpalika,JUMLA,Tatopani,Gaunpalika,6,63,650,60406,524 6 63 4 006,NP0663406,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,524 1 01 4 008,39
,Guthichaur Gaunpalika,JUMLA,Guthichaur,Gaunpalika,6,63,645,60405,524 6 63 4 007,NP0663407,e_i_f_n_c_s,6,Community School,,Total number of schools community/institutional,,6,,,524 7 74 4 006,59
,Raskot Nagarpalika,KALIKOT,Raskot,Nagarpalika,6,64,658,60503,524 6 64 3 001,NP0664301,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,524 1 09 4 003,40
,Khandachakra Nagarpalika,KALIKOT,Khandachakra,Nagarpalika,6,64,653,60506,524 6 64 3 002,NP0664302,e_i_f_n_c_s,36,Community School,,Total number of schools community/institutional,,36,,,524 6 66 4 002,23
,Tilagufa Nagarpalika,KALIKOT,Tilagufa,Nagarpalika,6,64,660,60507,524 6 64 3 003,NP0664303,e_i_f_n_c_s,33,Community School,,Total number of schools community/institutional,,33,,,524 2 33 3 005,28
,Naraharinath Gaunpalika,KALIKOT,Naraharinath,Gaunpalika,6,64,655,60505,524 6 64 4 001,NP0664401,e_i_f_n_c_s,52,Community School,,Total number of schools community/institutional,,52,,,524 6 59 4 004,70
,Sanni Tribeni Gaunpalika,KALIKOT,Sanni Tribeni,Gaunpalika,6,64,659,60504,524 6 64 4 002,NP0664402,e_i_f_n_c_s,27,Community School,,Total number of schools community/institutional,,27,,,524 6 63 4 002,14
,Pachaljharana Gaunpalika,KALIKOT,Pachaljharana,Gaunpalika,6,64,656,60502,524 6 64 4 003,NP0664403,e_i_f_n_c_s,28,Community School,,Total number of schools community/institutional,,28,,,524 2 16 3 008,64
,Palata Gaunpalika,KALIKOT,Palata,Gaunpalika,6,64,657,60501,524 6 64 4 004,NP0664404,e_i_f_n_c_s,32,Community School,,Total number of schools community/institutional,,32,,,524 4 36 4 005,52
,Kalika Gaunpalika,KALIKOT,Kalika,Gaunpalika,6,64,652,30304,524 6 64 4 005,NP0664405,e_i_f_n_c_s,28,Community School,,Total number of schools community/institutional,,28,,,524 1 01 4 003,42
,Mahawai Gaunpalika,KALIKOT,Mahawai,Gaunpalika,6,64,654,60508,524 6 64 4 006,NP0664406,e_i_f_n_c_s,21,Community School,,Total number of schools community/institutional,,21,,,524 5 77 4 001,41
,Chhayanath Rara Nagarpalika,MUGU,Chhayanath Rara,Nagarpalika,6,65,661,60202,524 6 65 3 001,NP0665301,e_i_f_n_c_s,39,Community School,,Total number of schools community/institutional,,39,,,524 5 48 4 004,30
,Khatyad Gaunpalika,MUGU,Khatyad,Gaunpalika,6,65,662,60204,524 6 65 4 001,NP0665401,e_i_f_n_c_s,43,Community School,,Total number of schools community/institutional,,43,,,524 1 11 3 001,64
,Soru Gaunpalika,MUGU,Soru,Gaunpalika,6,65,664,60203,524 6 65 4 002,NP0665402,e_i_f_n_c_s,44,Community School,,Total number of schools community/institutional,,44,,,524 2 18 4 001,18
,Mugum Karmarong Gaunpalika,MUGU,Mugum Karmarong,Gaunpalika,6,65,663,60201,524 6 65 4 003,NP0665403,e_i_f_n_c_s,15,Community School,,Total number of schools community/institutional,,15,,,524 6 65 4 002,44
,Namkha Gaunpalika,HUMLA,Namkha,Gaunpalika,6,66,668,60304,524 6 66 4 001,NP0666401,e_i_f_n_c_s,17,Community School,,Total number of schools community/institutional,,17,,,524 1 11 4 007,26
,Simkot Gaunpalika,HUMLA,Simkot,Gaunpalika,6,66,670,60303,524 6 66 4 002,NP0666402,e_i_f_n_c_s,23,Community School,,Total number of schools community/institutional,,23,,,524 2 33 4 008,19
,Kharpunath Gaunpalika,HUMLA,Kharpunath,Gaunpalika,6,66,667,60302,524 6 66 4 003,NP0666403,e_i_f_n_c_s,16,Community School,,Total number of schools community/institutional,,16,,,524 5 54 4 001,42
,Sarkegad Gaunpalika,HUMLA,Sarkegad,Gaunpalika,6,66,669,60305,524 6 66 4 004,NP0666404,e_i_f_n_c_s,30,Community School,,Total number of schools community/institutional,,30,,,524 5 48 4 002,18
,Chankheli Gaunpalika,HUMLA,Chankheli,Gaunpalika,6,66,666,60301,524 6 66 4 005,NP0666405,e_i_f_n_c_s,20,Community School,,Total number of schools community/institutional,,20,,,524 2 16 3 007,29
,Tanjakot Gaunpalika,HUMLA,Tanjakot,Gaunpalika,6,66,671,60307,524 6 66 4 006,NP0666406,e_i_f_n_c_s,19,Community School,,Total number of schools community/institutional,,19,,,524 5 54 4 005,39
,Adanchuli Gaunpalika,HUMLA,Adanchuli,Gaunpalika,6,66,665,60306,524 6 66 4 007,NP0666407,e_i_f_n_c_s,19,Community School,,Total number of schools community/institutional,,19,,,524 4 36 4 003,51
,Bungal Nagarpalika,BAJHANG,Bungal,Nagarpalika,7,67,683,70202,524 7 67 3 001,NP0767301,e_i_f_n_c_s,85,Community School,,Total number of schools community/institutional,,85,,,524 3 21 4 001,43
,JayaPrithivi Nagarpalika,BAJHANG,JayaPrithivi,Nagarpalika,7,67,686,70206,524 7 67 3 002,NP0767302,e_i_f_n_c_s,54,Community School,,Total number of schools community/institutional,,54,,,524 5 76 3 001,34
,Kanda Gaunpalika,BAJHANG,Kanda,Gaunpalika,7,67,687,70201,524 7 67 4 001,NP0767401,e_i_f_n_c_s,5,Community School,,Total number of schools community/institutional,,5,,,524 5 54 4 007,32
,Surma Gaunpalika,BAJHANG,Surma,Gaunpalika,7,67,691,70203,524 7 67 4 002,NP0767402,e_i_f_n_c_s,16,Community School,,Total number of schools community/institutional,,16,,,524 4 37 3 003,44
,Talkot Gaunpalika,BAJHANG,Talkot,Gaunpalika,7,67,692,70204,524 7 67 4 003,NP0767403,e_i_f_n_c_s,28,Community School,,Total number of schools community/institutional,,28,,,524 1 05 3 002,42
,Bithadchir Gaunpalika,BAJHANG,Bithadchir,Gaunpalika,7,67,682,70210,524 7 67 4 004,NP0767404,e_i_f_n_c_s,32,Community School,,Total number of schools community/institutional,,32,,,524 1 13 4 005,39
,Kedarseu Gaunpalika,BAJHANG,Kedarseu,Gaunpalika,7,67,688,70209,524 7 67 4 005,NP0767405,e_i_f_n_c_s,52,Community School,,Total number of schools community/institutional,,52,,,524 1 14 4 002,32
,Durgathali Gaunpalika,BAJHANG,Durgathali,Gaunpalika,7,67,685,70208,524 7 67 4 006,NP0767406,e_i_f_n_c_s,29,Community School,,Total number of schools community/institutional,,29,,,524 3 20 4 004,52
,Chabispathivera Gaunpalika,BAJHANG,Chabispathivera,Gaunpalika,7,67,684,70207,524 7 67 4 007,NP0767407,e_i_f_n_c_s,41,Community School,,Total number of schools community/institutional,,41,,,524 3 23 4 007,31
,Masta Gaunpalika,BAJHANG,Masta,Gaunpalika,7,67,690,70205,524 7 67 4 008,NP0767408,e_i_f_n_c_s,32,Community School,,Total number of schools community/institutional,,32,,,524 1 05 3 007,41
,Thalara Gaunpalika,BAJHANG,Thalara,Gaunpalika,7,67,693,70211,524 7 67 4 009,NP0767409,e_i_f_n_c_s,43,Community School,,Total number of schools community/institutional,,43,,,524 7 67 4 002,16
,Khaptadchhanna Gaunpalika,BAJHANG,Khaptadchhanna,Gaunpalika,7,67,689,70212,524 7 67 4 010,NP0767410,e_i_f_n_c_s,41,Community School,,Total number of schools community/institutional,,41,,,524 7 74 4 003,38
,Khaptad National Park National Park,BAJHANG,Khaptad National Park,National Park,7,67,681,99995,524 7 67 5 997,NP0767597,e_i_f_n_c_s,0,Community School,,Total number of schools community/institutional,,#N/A,,,524 2 15 3 001,35
,Budhinanda Nagarpalika,BAJURA,Budhinanda,Nagarpalika,7,68,674,70103,524 7 68 3 001,NP0768301,e_i_f_n_c_s,30,Community School,,Total number of schools community/institutional,,30,,,524 3 26 3 004,41
,Badimalika Nagarpalika,BAJURA,Badimalika,Nagarpalika,7,68,672,70106,524 7 68 3 002,NP0768302,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,524 3 28 4 004,31
,Budhiganga Nagarpalika,BAJURA,Budhiganga,Nagarpalika,7,68,673,11213,524 7 68 3 003,NP0768303,e_i_f_n_c_s,33,Community School,,Total number of schools community/institutional,,33,,,524 1 03 3 003,71
,Tribeni Nagarpalika,BAJURA,Tribeni,Nagarpalika,7,68,680,50206,524 7 68 3 004,NP0768304,e_i_f_n_c_s,36,Community School,,Total number of schools community/institutional,,36,,,524 5 76 4 004,25
,Himali Gaunpalika,BAJURA,Himali,Gaunpalika,7,68,677,70101,524 7 68 4 001,NP0768401,e_i_f_n_c_s,23,Community School,,Total number of schools community/institutional,,23,,,524 7 68 4 005,26
,Gaumul Gaunpalika,BAJURA,Gaumul,Gaunpalika,7,68,676,70102,524 7 68 4 002,NP0768402,e_i_f_n_c_s,23,Community School,,Total number of schools community/institutional,,23,,,524 5 55 3 001,55
,Chhededaha Gaunpalika,BAJURA,Chhededaha,Gaunpalika,7,68,675,70107,524 7 68 4 003,NP0768403,e_i_f_n_c_s,31,Community School,,Total number of schools community/institutional,,31,,,524 3 28 4 005,36
,Pandav Gupha Gaunpalika,BAJURA,Pandav Gupha,Gaunpalika,7,68,678,70105,524 7 68 4 004,NP0768404,e_i_f_n_c_s,17,Community School,,Total number of schools community/institutional,,17,,,524 7 67 4 003,28
,Swami Kartik Gaunpalika,BAJURA,Swami Kartik,Gaunpalika,7,68,679,70104,524 7 68 4 005,NP0768405,e_i_f_n_c_s,26,Community School,,Total number of schools community/institutional,,26,,,524 3 22 4 007,46
,Khaptad National Park National Park,BAJURA,Khaptad National Park,National Park,7,68,694,99996,524 7 68 5 997,NP0768597,e_i_f_n_c_s,0,Community School,,Total number of schools community/institutional,,#N/A,,,524 4 43 4 002,16
,Sanphebagar Nagarpalika,ACHHAM,Sanphebagar,Nagarpalika,7,69,703,70704,524 7 69 3 001,NP0769301,e_i_f_n_c_s,71,Community School,,Total number of schools community/institutional,,71,,,524 6 66 4 006,19
,Mangalsen Nagarpalika,ACHHAM,Mangalsen,Nagarpalika,7,69,699,70706,524 7 69 3 002,NP0769302,e_i_f_n_c_s,51,Community School,,Total number of schools community/institutional,,51,,,524 5 46 3 001,53
,Kamalbazar Nagarpalika,ACHHAM,Kamalbazar,Nagarpalika,7,69,698,70708,524 7 69 3 003,NP0769303,e_i_f_n_c_s,47,Community School,,Total number of schools community/institutional,,47,,,524 1 14 4 001,37
,Panchadewal Binayak Nagarpalika,ACHHAM,Panchadewal Binayak,Nagarpalika,7,69,701,70701,524 7 69 3 004,NP0769304,e_i_f_n_c_s,61,Community School,,Total number of schools community/institutional,,61,,,524 3 28 4 003,35
,Chaurpati Gaunpalika,ACHHAM,Chaurpati,Gaunpalika,7,69,696,70705,524 7 69 4 001,NP0769401,e_i_f_n_c_s,41,Community School,,Total number of schools community/institutional,,41,,,524 3 27 3 001,23
,Mellekh Gaunpalika,ACHHAM,Mellekh,Gaunpalika,7,69,700,70703,524 7 69 4 002,NP0769402,e_i_f_n_c_s,34,Community School,,Total number of schools community/institutional,,34,,,524 4 43 4 004,18
,Bannigadhi Jayagadh Gaunpalika,ACHHAM,Bannigadhi Jayagadh,Gaunpalika,7,69,695,70707,524 7 69 4 003,NP0769403,e_i_f_n_c_s,28,Community School,,Total number of schools community/institutional,,28,,,524 6 63 4 006,25
,Ramaroshan Gaunpalika,ACHHAM,Ramaroshan,Gaunpalika,7,69,702,70702,524 7 69 4 004,NP0769404,e_i_f_n_c_s,46,Community School,,Total number of schools community/institutional,,46,,,524 3 24 4 005,49
,Dhakari Gaunpalika,ACHHAM,Dhakari,Gaunpalika,7,69,697,70709,524 7 69 4 005,NP0769405,e_i_f_n_c_s,45,Community School,,Total number of schools community/institutional,,45,,,524 3 31 3 001,57
,Turmakhad Gaunpalika,ACHHAM,Turmakhad,Gaunpalika,7,69,704,70710,524 7 69 4 006,NP0769406,e_i_f_n_c_s,55,Community School,,Total number of schools community/institutional,,55,,,524 3 30 4 011,43
,Khaptad National Park National Park,ACHHAM,Khaptad National Park,National Park,7,69,705,99997,524 7 69 5 997,NP0769597,e_i_f_n_c_s,0,Community School,,Total number of schools community/institutional,,#N/A,,,524 5 58 3 003,34
,Shikhar Nagarpalika,DOTI,Shikhar,Nagarpalika,7,70,714,70604,524 7 70 3 001,NP0770301,e_i_f_n_c_s,68,Community School,,Total number of schools community/institutional,,68,,,524 7 67 4 009,43
,Dipayal Silgadi Nagarpalika,DOTI,Dipayal Silgadi,Nagarpalika,7,70,709,70605,524 7 70 3 002,NP0770302,e_i_f_n_c_s,44,Community School,,Total number of schools community/institutional,,44,,,524 6 61 4 001,39
,Adharsha Gaunpalika,DOTI,Adharsha,Gaunpalika,7,70,706,70603,524 7 70 4 001,NP0770401,e_i_f_n_c_s,32,Community School,,Total number of schools community/institutional,,32,,,524 4 45 4 005,12
,Sayal Gaunpalika,DOTI,Sayal,Gaunpalika,7,70,713,70602,524 7 70 4 002,NP0770402,e_i_f_n_c_s,32,Community School,,Total number of schools community/institutional,,32,,,524 5 54 4 003,21
,Purbichauki Gaunpalika,DOTI,Purbichauki,Gaunpalika,7,70,712,70601,524 7 70 4 003,NP0770403,e_i_f_n_c_s,40,Community School,,Total number of schools community/institutional,,40,,,524 2 34 4 001,24
,Jorayal Gaunpalika,DOTI,Jorayal,Gaunpalika,7,70,710,70609,524 7 70 4 004,NP0770404,e_i_f_n_c_s,58,Community School,,Total number of schools community/institutional,,58,,,524 6 62 3 002,25
,K I Singh Gaunpalika,DOTI,K I Singh,Gaunpalika,7,70,711,70606,524 7 70 4 005,NP0770405,e_i_f_n_c_s,34,Community School,,Total number of schools community/institutional,,34,,,524 7 71 3 005,35
,Badikedar Gaunpalika,DOTI,Badikedar,Gaunpalika,7,70,707,70608,524 7 70 4 006,NP0770406,e_i_f_n_c_s,40,Community School,,Total number of schools community/institutional,,40,,,524 6 63 4 005,25
,Bogtan Gaunpalika,DOTI,Bogtan,Gaunpalika,7,70,708,70607,524 7 70 4 007,NP0770407,e_i_f_n_c_s,43,Community School,,Total number of schools community/institutional,,43,,,524 6 64 3 003,33
,Khaptad National Park National Park,DOTI,Khaptad National Park,National Park,7,70,715,99998,524 7 70 5 997,NP0770597,e_i_f_n_c_s,0,Community School,,Total number of schools community/institutional,,#N/A,,,524 2 15 4 009,21
,Dhangadhi Upamahanagarpalika,KAILALI,Dhangadhi,Upamahanagarpalika,7,71,719,70813,524 7 71 2 001,NP0771201,e_i_f_n_c_s,84,Community School,,Total number of schools community/institutional,,84,,,524 5 48 3 003,48
,Godawari Nagarpalika,KAILALI,Godawari,Nagarpalika,7,71,722,30803,524 7 71 3 001,NP0771301,e_i_f_n_c_s,51,Community School,,Total number of schools community/institutional,,51,,,524 5 46 4 002,39
,Gauriganga Nagarpalika,KAILALI,Gauriganga,Nagarpalika,7,71,720,70804,524 7 71 3 002,NP0771302,e_i_f_n_c_s,42,Community School,,Total number of schools community/institutional,,42,,,524 3 20 4 006,87
,Ghodaghodi Nagarpalika,KAILALI,Ghodaghodi,Nagarpalika,7,71,721,70805,524 7 71 3 003,NP0771303,e_i_f_n_c_s,61,Community School,,Total number of schools community/institutional,,61,,,524 2 15 4 003,10
,Bhajani Nagarpalika,KAILALI,Bhajani,Nagarpalika,7,71,717,70811,524 7 71 3 004,NP0771304,e_i_f_n_c_s,31,Community School,,Total number of schools community/institutional,,31,,,524 3 27 3 002,10
,Tikapur Nagarpalika,KAILALI,Tikapur,Nagarpalika,7,71,728,70810,524 7 71 3 005,NP0771305,e_i_f_n_c_s,35,Community School,,Total number of schools community/institutional,,35,,,524 5 54 4 006,41
,Lamkichuha Nagarpalika,KAILALI,Lamkichuha,Nagarpalika,7,71,726,70807,524 7 71 3 006,NP0771306,e_i_f_n_c_s,46,Community School,,Total number of schools community/institutional,,46,,,524 6 52 4 003,44
,Chure Gaunpalika,KAILALI,Chure,Gaunpalika,7,71,718,70802,524 7 71 4 001,NP0771401,e_i_f_n_c_s,42,Community School,,Total number of schools community/institutional,,42,,,524 6 53 4 006,30
,Kailari Gaunpalika,KAILALI,Kailari,Gaunpalika,7,71,725,70812,524 7 71 4 002,NP0771402,e_i_f_n_c_s,46,Community School,,Total number of schools community/institutional,,46,,,524 7 68 3 004,36
,Mohanyal Gaunpalika,KAILALI,Mohanyal,Gaunpalika,7,71,727,70801,524 7 71 4 003,NP0771403,e_i_f_n_c_s,40,Community School,,Total number of schools community/institutional,,40,,,524 6 60 3 003,71
,Joshipur Gaunpalika,KAILALI,Joshipur,Gaunpalika,7,71,724,70809,524 7 71 4 004,NP0771404,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,524 3 23 4 008,31
,Bardagoriya Gaunpalika,KAILALI,Bardagoriya,Gaunpalika,7,71,716,70806,524 7 71 4 005,NP0771405,e_i_f_n_c_s,17,Community School,,Total number of schools community/institutional,,17,,,524 3 30 4 004,34
,Janaki Gaunpalika,KAILALI,Janaki,Gaunpalika,7,71,723,51105,524 7 71 4 006,NP0771406,e_i_f_n_c_s,29,Community School,,Total number of schools community/institutional,,29,,,524 6 62 3 001,33
,Mahakali Nagarpalika,KANCHANPUR,Mahakali,Nagarpalika,7,72,735,70303,524 7 72 3 001,NP0772301,e_i_f_n_c_s,26,Community School,,Total number of schools community/institutional,,26,,,524 1 14 3 002,76
,Bhimdatta Nagarpalika,KANCHANPUR,Bhimdatta,Nagarpalika,7,72,732,70904,524 7 72 3 002,NP0772302,e_i_f_n_c_s,61,Community School,,Total number of schools community/institutional,,61,,,524 5 56 2 001,83
,Bedkot Nagarpalika,KANCHANPUR,Bedkot,Nagarpalika,7,72,729,70903,524 7 72 3 003,NP0772303,e_i_f_n_c_s,28,Community School,,Total number of schools community/institutional,,28,,,524 1 02 4 006,41
,Shuklaphanta Nagarpalika,KANCHANPUR,Shuklaphanta,Nagarpalika,7,72,737,70902,524 7 72 3 004,NP0772304,e_i_f_n_c_s,36,Community School,,Total number of schools community/institutional,,36,,,524 7 69 4 006,55
,Krishnapur Nagarpalika,KANCHANPUR,Krishnapur,Nagarpalika,7,72,733,70901,524 7 72 3 005,NP0772305,e_i_f_n_c_s,37,Community School,,Total number of schools community/institutional,,37,,,524 1 10 4 002,46
,Belauri Nagarpalika,KANCHANPUR,Belauri,Nagarpalika,7,72,730,70908,524 7 72 3 006,NP0772306,e_i_f_n_c_s,17,Community School,,Total number of schools community/institutional,,17,,,524 1 14 4 003,61
,Punarbas Nagarpalika,KANCHANPUR,Punarbas,Nagarpalika,7,72,736,70907,524 7 72 3 007,NP0772307,e_i_f_n_c_s,35,Community School,,Total number of schools community/institutional,,35,,,524 3 21 4 004,50
,Beldandi Gaunpalika,KANCHANPUR,Beldandi,Gaunpalika,7,72,731,70909,524 7 72 4 001,NP0772401,e_i_f_n_c_s,35,Community School,,Total number of schools community/institutional,,35,,,524 1 05 3 005,20
,Laljhadi Gaunpalika,KANCHANPUR,Laljhadi,Gaunpalika,7,72,734,70906,524 7 72 4 002,NP0772402,e_i_f_n_c_s,18,Community School,,Total number of schools community/institutional,,18,,,524 3 29 4 003,21
,Shuklaphanta National Park National Park,KANCHANPUR,Shuklaphanta National Park,National Park,7,72,738,99999,524 7 72 5 997,NP0772597,e_i_f_n_c_s,0,Community School,,Total number of schools community/institutional,,#N/A,,,524 4 41 3 004,81
,Parashuram Nagarpalika,DADELDHURA,Parashuram,Nagarpalika,7,73,745,70505,524 7 73 3 001,NP0773301,e_i_f_n_c_s,64,Community School,,Total number of schools community/institutional,,64,,,524 2 32 4 001,17
,Amargadhi Nagarpalika,DADELDHURA,Amargadhi,Nagarpalika,7,73,741,70502,524 7 73 3 002,NP0773302,e_i_f_n_c_s,31,Community School,,Total number of schools community/institutional,,31,,,524 1 02 4 002,43
