Districts,Palika,HLCIT_CODE,cbs code,Total_NE,Total_PE,Agriculture_NE,Agriculture_PE,Manufacturing_NE,Manufacturing_PE,Construction_NE,Construction_PE,Wholesales_NE,Wholesales_PE,Transportations_NE,Transportations_PE,Accommodations_NE,Accommodations_PE,Financial_NE,Financial_PE,Education_NE,Education_PE,Social_Work_NE,Social_Work_PE,Real_Eastate_NE,Real_Eastate_PE
Surkhet,Birendranagar Municipality,524 6 59 3 003,61006,5731,20750,69,191,561,2210,19,213,3527,7124,37,459,855,2338,109,2771,184,3261,60,537,310,1646
Surkhet,Chaukune Gaunpalika,524 6 59 4 001,61009,510,1328,30,70,61,108,1,1,257,464,4,20,71,149,5,11,50,409,12,55,19,41
Surkhet,Chingad Gaunpalika,524 6 59 4 003,61002,394,897,18,27,42,75,1,2,230,384,4,18,26,50,2,4,42,268,14,52,15,17
Surkhet,Gurbhakot Municipality,524 6 59 3 005,61004,1310,3181,19,46,138,337,3,26,768,1223,8,22,195,386,19,88,87,809,23,126,50,118
Surkhet,Lekabeshi Municipality,524 6 59 3 004,61003,645,1581,18,47,68,129,3,13,374,550,4,12,79,153,11,48,57,510,9,52,22,67
Surkhet,Panchapuri Municipality,524 6 59 3 001,61008,752,1980,23,30,89,212,5,14,430,774,8,18,83,183,13,58,56,569,19,76,26,46
Surkhet,Simta Gaunpalika,524 6 59 4 004,61001,553,1400,4,4,50,86,2,5,331,576,5,20,59,132,2,9,71,473,13,57,16,38
Syangja,Aandhikhola Gaunpalika,524 4 41 4 001,40903,379,923,16,27,52,65,0,0,179,218,2,5,54,78,12,35,47,428,10,54,7,13
Syangja,Arjun Choupari Gaunpalika,524 4 41 4 003,40904,402,878,5,8,44,92,0,0,249,342,2,6,45,69,5,21,32,294,6,26,14,20
Syangja,Bhirkot Municipaity,524 4 41 3 002,40905,693,2014,10,41,71,187,2,11,403,693,3,18,90,198,22,209,39,478,12,79,41,100
Syangja,Biruwa Gaunpalika,524 4 41 4 004,40906,329,1300,6,98,53,104,2,16,159,206,2,7,38,61,8,47,25,294,18,296,18,171
Syangja,Chapakot Municipality,524 4 41 3 005,40908,619,1819,12,68,77,187,2,12,343,611,3,11,82,189,14,60,51,546,14,77,21,58
Syangja,Galyang Municipality,524 4 41 3 003,40910,1086,2699,13,36,130,304,2,16,606,1037,7,39,178,389,12,32,61,659,29,89,48,98
Syangja,Harinas Gaunpalika,524 4 41 4 005,40907,296,792,4,8,24,45,0,0,181,320,1,4,31,55,5,17,34,304,7,25,9,14
Syangja,Kaligandaki Gaunpalika,524 4 41 4 006,40911,635,1506,33,59,98,208,2,9,315,503,3,6,98,180,18,65,35,375,10,71,23,30
Syangja,Phedikhola Gaunpalika,524 4 41 4 002,40902,238,772,1,11,27,62,0,0,142,311,1,3,31,68,4,22,20,252,6,31,6,12
Syangja,Putalibazar Municipality,524 4 41 3 001,40901,1296,4033,12,25,140,423,1,4,710,1453,6,87,253,581,35,239,60,976,16,78,63,167
Syangja,Walling Municipality,524 4 41 3 004,40909,1437,4210,22,132,153,446,2,7,874,1627,3,8,191,434,29,205,78,1099,12,134,73,118
Tanahu,Aanbu Khaireni Gaunpalika,524 4 40 4 005,40710,1037,3349,28,70,106,563,6,112,533,1207,8,40,207,532,25,128,45,518,26,81,53,98
Tanahu,Bandipur Gaunpalika,524 4 40 4 004,40709,1182,3202,74,172,83,208,22,59,547,1054,8,36,242,695,32,183,47,521,56,140,71,134
Tanahu,Bhanu Municipality,524 4 40 3 003,40701,1352,3112,64,101,106,218,5,16,777,1368,2,9,213,369,21,97,61,762,56,107,47,65
Tanahu,Bhimad Municipality,524 4 40 3 004,40705,1011,2638,24,26,78,183,2,14,602,1086,4,12,153,328,19,117,61,699,19,64,49,109
Tanahu,Byas Municipality,524 4 40 3 002,40702,3408,10419,121,230,350,1417,21,177,1835,3518,22,172,530,1300,66,435,144,2021,76,672,243,477
Tanahu,Devghat Gaunpalika,524 4 40 4 006,40708,353,1127,31,51,23,52,0,0,174,349,3,12,55,121,4,10,32,316,20,203,11,13
Tanahu,Ghiring Gaunpalika,524 4 40 4 002,40706,296,760,11,11,29,42,0,0,158,268,1,2,26,56,3,7,42,333,8,22,18,19
Tanahu,Myagde Gaunpalika,524 4 40 4 001,40703,753,1832,52,71,96,515,2,49,364,441,1,2,127,212,17,79,32,373,28,32,34,58
Tanahu,Rhishing Gaunpalika,524 4 40 4 003,40707,569,1257,61,79,51,80,27,51,226,407,5,12,33,62,2,2,44,409,71,102,49,53
Tanahu,Shuklagandaki Municipality,524 4 40 3 001,40704,2472,8990,81,161,211,924,32,303,1238,2638,14,92,314,713,61,2190,103,1257,239,391,179,321
Taplejung,Aatharai Tribeni Gaunpalika,524 1 01 4 006,10105,433,1364,31,66,42,54,19,106,118,171,5,17,9,14,5,25,39,308,33,211,132,392
Taplejung,Maiwakhola Gaunpalika,524 1 01 4 005,10104,310,786,7,14,51,64,14,41,102,132,3,10,18,33,3,15,30,213,31,85,51,179
Taplejung,Meringden Gaunpalika,524 1 01 4 004,10103,397,1139,11,46,26,33,7,33,142,223,4,13,27,47,16,55,36,247,40,156,88,286
Taplejung,Mikwakhola Gaunpalika,524 1 01 4 002,10102,269,612,33,48,27,41,12,123,78,98,5,18,7,9,13,16,30,167,29,53,35,39
Taplejung,Phaktanlung Gaunpalika,524 1 01 4 001,10101,539,1210,121,207,51,79,19,45,128,164,7,31,49,91,5,10,51,310,38,106,70,167
Taplejung,Phungling Municipality,524 1 01 3 001,10106,1603,3966,34,85,142,339,17,144,666,976,13,100,310,647,51,146,84,772,77,215,209,542
Taplejung,Sidingba Gaunpalika,524 1 01 4 008,10109,249,560,9,16,18,37,3,11,78,90,7,24,3,3,25,25,38,246,37,73,31,35
Taplejung,Sirijanga Gaunpalika,524 1 01 4 003,10108,452,1047,16,23,31,52,12,28,168,267,10,27,23,48,9,11,45,391,59,113,79,87
Taplejung,Yangwarak Gaunpalika,524 1 01 4 007,10107,398,889,22,42,54,85,6,10,126,214,8,28,11,23,4,4,42,299,57,102,68,82
Terhathum,Aatharai Gaunpalika,524 1 08 4 003,10801,454,1477,37,116,60,103,7,36,172,282,13,27,34,66,13,61,63,582,16,61,39,143
Terhathum,Chhathar Gaunpalika,524 1 08 4 004,10806,464,1179,64,130,59,110,11,106,163,214,5,24,45,67,16,36,57,381,21,58,23,53
Terhathum,Laligurans Municipality,524 1 08 3 001,10805,650,1784,55,139,65,156,16,37,273,491,6,19,77,155,39,148,41,388,31,113,47,138
Terhathum,Menchhayayem Gaunpalika,524 1 08 4 001,10803,267,647,29,54,28,52,4,23,91,160,3,10,10,13,14,29,28,204,18,35,42,67
Terhathum,Myanglung Municipality,524 1 08 3 002,10804,1249,2982,40,121,273,519,19,84,582,883,8,189,152,294,35,160,42,443,21,138,77,151
Terhathum,Phedap Gaunpalika,524 1 08 4 002,10802,328,886,31,47,45,70,12,58,149,248,2,8,12,22,7,16,41,356,10,35,19,26
Udayapur,Belaka Municipality,524 1 14 3 004,11401,1453,3122,92,220,144,333,10,25,789,1286,1,5,74,140,45,122,72,686,14,42,212,263
Udayapur,Chaudandigadhi Municipality,524 1 14 3 003,11402,1602,3943,95,222,173,389,13,92,903,1527,5,21,171,325,27,121,70,921,25,98,120,227
Udayapur,Katari Municipality,524 1 14 3 001,11407,2216,4795,109,164,324,536,17,72,1193,2032,14,51,244,495,46,164,99,886,42,179,128,216
Udayapur,Rautamai Gaunpalika,524 1 14 4 004,11404,623,1371,20,26,68,113,20,86,268,404,5,16,40,74,7,22,70,459,41,75,84,96
Udayapur,Sunkoshi Gaunpalika,524 1 14 4 002,10407,267,609,13,22,44,57,2,3,113,199,5,16,1,1,0,0,38,228,21,46,30,37
Udayapur,Tapli Gaunpalika,524 1 14 4 001,11406,373,781,45,72,39,45,14,27,158,248,4,13,8,15,0,0,43,269,24,48,38,44
Udayapur,Triyuga Municipality,524 1 14 3 002,11403,4169,11690,169,401,457,1864,91,669,2170,3976,27,177,468,1011,97,399,134,1855,151,417,405,921
Udayapur,Udayapurgadhi Gaunpalika,524 1 14 4 003,11408,812,1582,65,88,123,175,7,7,326,507,2,13,36,69,9,17,67,486,66,97,111,123
